0,1,2,3,4,5
265.0048,30.6,21.7,1008.0,10.0,1.5
250.5767,31.1,21.1,1007.8,0.0,0.0
254.699,31.1,19.4,1007.5,0.0,1.5
284.144,31.1,20.6,1006.9,0.0,0.0
303.2833,29.4,20.0,1007.1,230.0,3.6
257.3491,30.0,22.8,1006.5,160.0,7.7
330.6671,27.8,22.8,1006.6,130.0,8.8
316.8279,23.9,22.2,1008.5,70.0,4.1
329.4893,23.3,22.2,1008.4,150.0,4.6
243.2155,23.3,21.7,1008.3,140.0,3.6
177.8477,22.8,21.1,1009.0,130.0,4.1
346.8618,22.2,21.1,1009.4,130.0,4.6
268.5382,21.7,20.6,1009.4,100.0,3.6
217.3039,21.7,20.6,1009.4,110.0,4.1
222.3096,21.1,20.6,1009.4,80.0,2.6
159.2973,21.1,20.0,1009.3,110.0,3.1
123.6689,21.1,20.0,1009.3,100.0,2.1
121.6077,21.1,20.0,1008.8,80.0,2.6
121.9022,20.6,20.0,1008.3,110.0,3.6
119.8411,20.6,19.4,1008.7,120.0,4.6
125.1412,20.6,19.4,1009.8,80.0,3.1
129.8523,20.6,19.4,1010.3,100.0,3.1
140.4525,20.6,19.4,1010.3,100.0,3.1
179.9088,21.1,19.4,1009.9,110.0,3.6
214.065,21.7,19.4,1009.8,120.0,4.6
256.4658,21.7,20.0,1009.5,140.0,3.6
251.1657,22.2,20.0,1009.2,130.0,4.6
277.6661,22.2,20.0,1009.1,120.0,4.1
281.1995,22.8,20.0,1009.1,130.0,4.1
245.8655,22.8,20.0,1008.9,120.0,3.1
329.1948,23.3,20.6,1008.7,120.0,3.1
287.9719,23.9,20.6,1008.0,130.0,2.6
225.2541,23.3,20.6,1007.2,120.0,5.1
261.7658,23.3,20.6,1007.7,120.0,3.6
230.8486,22.8,20.6,1008.0,120.0,3.1
196.398,21.7,19.4,1008.0,300.0,8.2
212.8872,20.0,19.4,1009.1,50.0,1.5
233.2042,20.0,19.4,1009.5,0.0,0.0
166.6586,20.0,18.9,1009.5,0.0,0.0
123.6689,20.0,18.9,1008.9,0.0,0.0
121.6077,19.4,18.9,1008.4,320.0,2.1
122.1967,20.0,18.9,1008.5,330.0,1.5
123.3744,19.4,18.9,1009.0,290.0,1.5
120.4299,18.9,18.3,1009.8,270.0,1.5
121.0188,20.0,17.8,1010.2,290.0,1.5
120.1355,21.1,17.2,1010.5,310.0,2.1
121.0188,22.2,17.2,1010.9,320.0,2.6
127.2023,23.3,17.2,1010.8,340.0,4.1
120.1355,24.4,17.2,1011.0,340.0,2.1
129.8523,25.6,16.7,1011.4,270.0,4.1
164.303,25.6,16.7,1011.6,340.0,3.1
171.6642,26.7,16.7,1011.2,320.0,4.1
225.5485,27.2,16.7,1011.2,310.0,3.6
227.6097,27.2,15.6,1011.0,320.0,4.1
195.5146,27.2,15.6,1011.4,320.0,3.6
229.9653,28.3,16.1,1011.4,310.0,4.6
228.1986,26.7,16.7,1012.3,360.0,5.1
239.9766,25.0,15.6,1013.0,350.0,3.6
232.0264,23.3,14.4,1013.5,350.0,3.6
206.1148,21.7,13.9,1014.1,340.0,3.1
241.7433,20.6,13.9,1014.6,350.0,3.6
223.1929,20.0,13.9,1015.1,10.0,2.1
184.0311,19.4,13.9,1015.4,330.0,3.6
160.4751,18.9,13.9,1015.7,340.0,3.1
149.286,18.3,13.3,1015.8,300.0,1.5
155.175,17.2,13.3,1016.0,320.0,2.6
155.175,17.2,13.3,1016.7,310.0,1.5
146.636,16.7,13.3,1017.1,330.0,2.1
151.3472,17.8,13.9,1017.7,310.0,2.1
151.0527,20.0,14.4,1017.9,350.0,3.1
165.1863,21.7,14.4,1018.1,20.0,2.6
205.2315,23.3,15.0,1017.8,350.0,3.1
267.6549,23.9,14.4,1018.3,0.0,0.0
260.8825,25.0,14.4,1018.2,30.0,2.1
219.0706,25.6,14.4,1017.9,0.0,0.0
290.033,25.0,14.4,1017.3,0.0,2.6
286.2052,26.7,15.0,1017.5,0.0,2.1
238.5043,26.7,14.4,1018.0,350.0,3.6
290.9164,27.8,14.4,1017.7,350.0,1.5
278.255,28.3,14.4,1016.8,350.0,1.5
247.3378,27.8,13.3,1016.7,10.0,1.5
280.0217,25.6,14.4,1017.3,70.0,2.6
266.1826,23.3,15.6,1017.7,120.0,3.6
289.4441,22.8,17.2,1018.4,180.0,4.1
275.8994,21.1,17.2,1018.5,160.0,3.1
231.4375,20.6,17.2,1018.6,190.0,3.1
228.1986,20.0,17.2,1018.3,160.0,2.1
216.1261,19.4,17.2,1018.2,0.0,0.0
162.5363,19.4,17.2,1018.3,0.0,0.0
148.1082,18.3,16.7,1018.7,0.0,0.0
150.1694,18.3,16.7,1018.9,0.0,0.0
149.5805,17.8,16.7,1019.3,100.0,1.5
148.4027,19.4,17.8,1019.5,0.0,0.0
153.9972,21.7,18.9,1019.8,170.0,1.5
169.6031,23.3,19.4,1020.1,190.0,2.1
204.0537,25.0,19.4,1019.7,160.0,2.6
255.5824,26.1,20.0,1019.4,160.0,3.6
253.2268,26.7,18.3,1019.2,220.0,2.1
253.2268,27.8,18.3,1018.5,220.0,1.5
292.6831,28.9,18.9,1018.0,190.0,3.1
245.8655,30.0,18.9,1017.1,230.0,4.1
328.3115,29.4,17.2,1016.6,200.0,4.1
299.1609,28.9,17.2,1016.5,230.0,5.1
245.5711,27.8,18.3,1016.3,190.0,4.6
302.3999,28.3,18.9,1016.3,180.0,5.7
305.9333,26.7,17.8,1016.1,180.0,5.1
258.8213,25.6,17.2,1016.3,190.0,4.6
268.8326,23.9,18.9,1017.4,190.0,5.7
222.0151,22.8,18.3,1017.7,180.0,3.6
289.7386,22.2,18.3,1018.0,180.0,3.1
246.4545,21.7,18.3,1017.6,170.0,3.6
177.5532,21.1,18.3,1017.9,190.0,2.1
164.303,20.6,18.3,1017.6,180.0,2.1
155.7639,20.6,18.9,1017.0,190.0,2.1
147.2249,21.1,18.9,1017.2,0.0,0.0
148.6971,21.1,18.9,1017.2,150.0,1.5
150.1694,21.1,19.4,1017.3,140.0,1.5
158.414,22.2,19.4,1017.4,140.0,2.1
168.1308,22.8,20.0,1017.7,180.0,2.6
184.3256,24.4,20.0,1017.5,180.0,2.6
262.0603,25.6,21.1,1017.6,160.0,3.1
262.0603,26.7,21.7,1017.5,170.0,3.1
254.9935,25.0,21.1,1017.3,190.0,3.1
285.3218,23.9,22.2,1017.1,180.0,3.6
283.2607,22.8,20.0,1017.3,70.0,4.1
306.2277,22.2,20.6,1016.9,60.0,2.6
292.6831,22.8,20.6,1016.8,130.0,2.1
255.5824,23.3,21.1,1015.9,0.0,0.0
310.0556,23.9,21.7,1015.0,0.0,0.0
289.7386,23.9,21.7,1015.4,180.0,2.6
241.1544,23.3,21.7,1015.3,0.0,0.0
268.8326,22.8,21.1,1015.1,0.0,0.0
260.2936,23.3,21.7,1015.1,60.0,1.5
290.3274,22.8,21.7,1014.8,150.0,2.6
237.621,23.3,22.2,1014.7,160.0,2.6
184.9145,23.3,22.2,1014.5,180.0,2.1
163.4196,23.9,22.8,1014.0,0.0,0.0
152.8194,23.9,22.8,1013.7,0.0,0.0
151.0527,23.9,22.8,1013.5,220.0,1.5
153.1139,23.9,22.8,1012.4,160.0,2.1
156.0584,23.9,22.8,1012.7,190.0,2.6
159.8862,24.4,23.3,1012.8,200.0,2.6
173.1365,25.6,23.3,1012.4,170.0,3.1
184.62,26.1,23.3,1012.5,240.0,2.1
268.5382,26.7,23.9,1012.4,200.0,2.1
261.4714,27.8,24.4,1012.2,210.0,4.1
243.8044,30.0,24.4,1011.1,190.0,4.1
285.6163,31.1,23.9,1009.9,210.0,4.6
305.05,32.2,23.3,1008.9,220.0,6.7
255.5824,32.8,23.3,1008.5,230.0,5.1
307.7,33.3,21.7,1008.3,250.0,4.1
307.9944,33.3,19.4,1007.8,250.0,4.1
335.9672,33.3,18.9,1008.5,240.0,4.1
245.8655,31.1,20.6,1008.8,230.0,3.1
173.4309,30.0,20.6,1009.1,230.0,2.1
302.3999,29.4,21.1,1009.6,210.0,2.1
271.4827,28.3,22.2,1009.5,200.0,1.5
212.0038,27.8,22.2,1009.4,220.0,2.1
274.1327,27.2,22.2,1009.6,230.0,2.1
223.4874,26.7,22.2,1009.5,220.0,1.5
167.2475,26.1,22.2,1009.4,220.0,2.1
165.7752,26.1,22.2,1009.5,250.0,2.1
156.0584,25.6,21.7,1009.8,260.0,1.5
154.5861,25.0,21.7,1010.2,0.0,0.0
157.2362,25.6,21.7,1011.0,0.0,0.0
174.9031,27.8,21.1,1011.3,300.0,3.6
177.2588,28.3,21.1,1011.6,310.0,2.6
249.1045,28.9,20.6,1011.6,300.0,2.6
257.3491,28.9,20.6,1011.6,290.0,2.1
228.493,30.0,21.7,1011.9,270.0,4.1
277.3717,30.0,21.1,1011.5,300.0,3.1
285.6163,30.6,20.6,1011.3,280.0,2.6
252.049,31.1,20.0,1011.3,280.0,3.6
304.1666,30.0,18.3,1011.0,250.0,2.1
288.8552,30.6,18.3,1010.9,250.0,4.1
320.3614,31.1,18.9,1010.5,250.0,3.1
296.5109,29.4,18.9,1010.2,250.0,2.1
226.7263,29.4,19.4,1010.7,230.0,3.1
266.7715,28.3,20.0,1011.5,230.0,2.6
249.9879,27.8,20.0,1012.4,240.0,3.1
195.5146,27.2,19.4,1013.1,240.0,2.6
243.51,26.7,19.4,1013.5,230.0,2.1
202.8759,26.1,19.4,1013.5,0.0,0.0
151.3472,25.6,19.4,1013.3,0.0,0.0
149.286,25.0,19.4,1013.0,280.0,1.5
146.636,23.9,19.4,1013.0,230.0,2.1
152.8194,23.3,18.9,1013.4,300.0,1.5
152.8194,22.2,18.9,1014.2,230.0,1.5
152.8194,23.3,19.4,1014.8,330.0,2.6
152.8194,25.6,20.0,1015.2,330.0,2.1
152.8194,27.8,19.4,1015.8,0.0,0.0
152.8194,28.9,17.8,1015.8,0.0,0.0
152.8194,30.0,18.3,1016.0,140.0,2.6
152.8194,30.6,18.3,1016.0,140.0,1.5
152.8194,31.1,18.9,1015.8,140.0,2.1
152.8194,31.1,18.9,1015.5,350.0,1.5
152.8194,27.8,20.0,1015.0,30.0,3.6
152.8194,25.0,19.4,1015.4,60.0,2.6
152.8194,26.1,20.0,1015.4,120.0,5.1
152.8194,25.0,20.6,1015.7,140.0,5.7
152.8194,25.0,20.6,1016.0,140.0,5.1
152.8194,24.4,20.0,1016.3,180.0,3.6
152.8194,23.9,18.9,1016.8,180.0,4.1
152.8194,23.3,18.3,1017.0,200.0,2.6
152.8194,23.3,18.3,1017.5,210.0,2.6
152.8194,23.3,18.3,1017.5,0.0,0.0
152.8194,23.3,17.8,1017.0,310.0,1.5
152.8194,23.3,18.3,1016.8,300.0,4.1
152.8194,23.3,18.3,1016.6,300.0,1.5
152.8194,22.8,18.3,1016.7,0.0,0.0
152.8194,22.8,18.9,1017.0,0.0,0.0
152.8194,21.7,18.3,1017.8,230.0,1.5
152.8194,21.7,18.9,1018.7,360.0,2.1
152.8194,23.9,18.9,1018.6,0.0,0.0
152.8194,25.6,18.3,1018.7,320.0,2.1
152.8194,26.7,18.9,1018.9,310.0,2.6
152.8194,27.8,19.4,1019.4,320.0,3.1
152.8194,29.4,20.6,1019.1,0.0,0.0
152.8194,30.0,20.0,1019.0,0.0,2.6
152.8194,30.6,18.3,1018.2,250.0,3.1
152.8194,31.1,19.4,1018.0,210.0,3.6
152.8194,31.7,17.2,1017.7,270.0,3.6
152.8194,31.7,17.2,1017.5,270.0,2.1
152.8194,31.7,18.3,1017.6,270.0,3.6
152.8194,31.1,17.2,1018.1,270.0,2.6
152.8194,29.4,17.2,1018.3,240.0,2.1
152.8194,27.8,16.7,1018.6,230.0,2.1
152.8194,26.1,16.7,1019.2,230.0,2.1
152.8194,26.1,16.7,1019.0,240.0,2.6
152.8194,25.6,16.7,1018.9,0.0,0.0
152.8194,25.0,17.8,1019.1,0.0,0.0
152.8194,23.9,18.3,1019.0,0.0,0.0
152.8194,24.4,18.9,1018.9,0.0,0.0
152.8194,22.8,18.9,1018.8,0.0,0.0
152.8194,22.2,18.9,1018.5,130.0,1.5
152.8194,22.8,20.0,1018.8,0.0,0.0
152.8194,22.8,20.6,1018.8,220.0,2.1
152.8194,25.0,21.7,1018.8,230.0,2.6
152.8194,27.2,22.2,1018.8,210.0,3.6
152.8194,29.4,21.1,1018.3,230.0,3.6
152.8194,31.1,20.6,1018.3,230.0,3.6
152.8194,31.7,20.6,1018.3,250.0,3.6
152.8194,32.2,20.6,1017.4,270.0,4.6
152.8194,32.2,18.9,1016.7,230.0,6.2
152.8194,33.3,17.8,1015.7,250.0,5.1
152.8194,31.7,18.3,1015.8,260.0,4.6
152.8194,25.0,21.7,1016.9,220.0,5.1
152.8194,26.7,21.7,1015.7,210.0,3.1
337.145,26.7,21.1,1015.5,230.0,3.1
337.145,25.6,20.0,1016.1,210.0,3.6
337.145,24.4,20.6,1015.7,190.0,3.6
337.145,23.3,20.6,1016.2,230.0,3.6
337.145,22.8,20.6,1016.4,230.0,2.1
337.145,23.3,20.6,1016.1,280.0,2.1
337.145,22.2,20.6,1016.3,230.0,2.1
337.145,22.8,20.6,1016.2,290.0,1.5
337.145,22.8,20.0,1016.2,300.0,2.1
337.145,22.8,20.0,1016.3,310.0,2.6
337.145,22.8,18.9,1017.2,320.0,2.6
337.145,22.2,17.8,1017.6,310.0,2.1
337.145,22.2,17.8,1018.3,320.0,2.1
337.145,23.3,18.3,1018.8,330.0,3.1
337.145,24.4,17.8,1019.0,340.0,3.1
337.145,26.1,16.7,1019.2,310.0,4.1
261.4714,26.7,15.6,1019.6,320.0,4.6
216.4206,27.8,16.1,1019.4,290.0,3.1
216.4206,28.9,13.3,1019.0,320.0,5.1
293.8609,29.4,11.7,1018.8,310.0,4.1
252.049,28.9,12.2,1018.6,360.0,6.2
292.9775,28.9,12.2,1018.5,350.0,6.2
295.922,28.3,12.8,1018.5,330.0,4.1
250.2823,28.3,12.2,1017.9,350.0,3.1
301.5166,27.2,13.3,1018.0,70.0,2.6
195.2202,27.2,12.2,1018.6,60.0,2.1
332.7282,24.4,14.4,1019.0,110.0,1.5
262.6492,24.4,15.0,1019.8,70.0,1.5
230.2597,22.2,16.1,1020.3,360.0,2.6
257.6436,21.7,15.6,1020.6,360.0,2.1
217.8928,21.7,13.3,1020.7,360.0,2.1
179.3199,21.1,14.4,1021.5,0.0,0.0
163.4196,20.6,13.3,1021.2,350.0,2.1
155.175,20.0,12.8,1020.9,20.0,1.5
153.4083,19.4,12.2,1021.0,10.0,1.5
151.0527,18.3,12.2,1021.5,350.0,2.1
149.5805,18.3,12.2,1022.1,360.0,2.6
152.525,21.1,12.8,1022.6,20.0,3.6
170.7809,22.8,13.3,1022.7,50.0,3.1
216.715,24.4,13.3,1023.2,100.0,4.1
250.2823,26.1,12.8,1023.1,100.0,4.1
247.6322,26.7,13.3,1022.7,60.0,3.1
273.2494,27.2,12.8,1022.1,0.0,0.0
271.1882,27.2,13.3,1021.7,110.0,2.1
246.16,27.8,13.3,1021.1,270.0,4.1
278.5495,28.3,13.3,1020.7,360.0,3.1
280.9051,28.3,13.3,1020.1,360.0,2.1
240.5655,28.3,13.3,1019.9,360.0,2.1
286.4996,27.8,13.9,1019.9,20.0,2.1
263.5325,27.2,13.3,1020.1,10.0,1.5
277.3717,26.1,14.4,1020.3,0.0,0.0
252.3434,23.3,15.6,1020.9,180.0,4.1
214.9483,22.2,15.6,1021.0,190.0,3.1
247.6322,21.7,16.1,1021.0,170.0,2.6
224.0763,20.6,16.1,1021.2,190.0,2.1
171.0753,21.1,16.7,1021.0,0.0,0.0
155.175,20.6,16.7,1020.7,0.0,0.0
147.8138,19.4,16.7,1020.4,0.0,0.0
146.9304,18.3,16.1,1020.5,0.0,0.0
146.0471,18.9,16.1,1020.9,0.0,0.0
148.9916,20.0,17.8,1021.5,300.0,1.5
152.2305,21.7,18.3,1021.1,290.0,2.1
169.6031,23.9,20.0,1021.0,290.0,2.1
191.0979,26.1,20.0,1020.7,220.0,3.1
249.1045,27.8,17.8,1020.5,240.0,2.1
247.3378,28.9,17.2,1020.2,240.0,2.6
240.271,29.4,16.7,1019.8,210.0,3.1
270.8938,30.0,14.4,1018.9,0.0,0.0
234.6765,30.6,15.6,1018.7,200.0,3.6
292.0942,30.6,15.0,1017.9,220.0,2.6
270.8938,31.1,15.0,1017.7,230.0,3.6
256.1713,30.0,15.6,1017.2,210.0,4.1
279.4328,28.9,16.1,1016.6,220.0,3.6
274.4272,27.8,16.1,1016.8,220.0,3.6
263.5325,26.7,16.1,1017.1,210.0,4.1
263.827,25.6,17.2,1017.6,190.0,3.6
245.5711,25.0,18.3,1017.6,210.0,5.1
251.1657,23.9,18.9,1017.3,220.0,4.1
219.6595,22.8,18.9,1016.4,200.0,3.1
181.0866,22.8,20.0,1016.0,200.0,2.6
165.1863,22.2,20.0,1015.9,190.0,2.1
153.4083,22.2,20.6,1015.9,0.0,0.0
152.8194,21.1,20.0,1015.4,200.0,1.5
151.3472,21.7,20.0,1015.4,0.0,0.0
150.7583,21.7,20.0,1015.0,0.0,2.1
148.9916,23.3,20.6,1014.8,230.0,3.1
170.7809,26.1,20.6,1014.8,230.0,4.1
196.398,27.2,20.6,1014.1,230.0,3.1
248.2211,30.0,21.1,1013.7,240.0,3.6
244.0989,31.1,20.6,1013.2,240.0,3.6
272.6605,32.2,21.1,1012.5,260.0,4.1
269.1271,32.2,21.1,1011.9,230.0,5.1
239.6821,33.9,21.7,1011.1,240.0,3.6
269.1271,32.8,21.7,1010.3,230.0,5.7
280.9051,32.2,21.7,1009.9,230.0,6.2
244.9822,32.2,22.2,1009.4,220.0,6.7
265.5937,31.7,21.7,1009.1,230.0,5.1
265.5937,30.6,21.7,1009.2,230.0,5.7
281.494,30.0,21.1,1009.4,230.0,2.6
250.2823,28.9,21.7,1009.6,240.0,3.1
200.8147,28.9,21.7,1009.7,240.0,3.6
198.7536,27.8,21.7,1009.8,240.0,2.6
184.3256,27.8,21.1,1010.0,250.0,2.6
157.8251,26.7,20.0,1010.1,270.0,2.1
187.27,25.6,20.0,1010.1,270.0,1.5
185.5034,24.4,19.4,1010.2,290.0,1.5
149.5805,23.9,19.4,1010.4,320.0,2.6
151.3472,23.3,19.4,1010.9,310.0,2.6
155.4695,24.4,20.0,1011.3,310.0,2.6
160.4751,27.2,20.6,1011.5,280.0,2.1
165.7752,28.9,21.7,1011.6,280.0,3.1
175.4921,30.0,21.1,1011.2,300.0,2.6
187.5645,31.1,21.7,1011.2,240.0,2.1
245.2767,32.2,18.3,1011.1,300.0,3.1
254.699,33.9,17.2,1010.6,320.0,4.1
227.9041,34.4,16.1,1010.3,310.0,4.6
254.699,35.0,13.3,1009.9,290.0,4.1
208.4704,35.6,13.9,1009.7,340.0,4.1
274.4272,35.0,13.9,1008.8,340.0,4.6
259.4103,35.0,13.9,1008.3,330.0,3.1
214.065,30.6,20.0,1009.4,240.0,5.7
295.3331,29.4,20.0,1010.1,250.0,2.6
189.6256,28.3,18.9,1010.3,250.0,2.1
203.7592,27.8,19.4,1011.0,270.0,2.1
265.5937,26.7,19.4,1011.6,0.0,0.0
197.8702,25.0,19.4,1012.0,330.0,2.6
129.2634,24.4,18.9,1012.5,340.0,2.1
243.2155,24.4,17.2,1012.8,340.0,2.1
208.7649,22.8,18.9,1013.0,310.0,2.1
213.1816,21.7,18.9,1013.1,0.0,0.0
183.4422,22.2,16.1,1013.1,340.0,3.1
179.6144,21.1,16.1,1013.7,0.0,0.0
184.62,22.8,16.7,1014.6,0.0,0.0
182.5588,24.4,17.2,1015.0,350.0,2.6
178.4365,26.7,17.2,1014.9,340.0,3.1
180.2033,28.3,16.7,1014.8,350.0,2.1
186.3867,29.4,17.2,1014.8,0.0,0.0
188.7423,31.1,17.2,1014.7,0.0,1.5
212.0038,32.2,17.2,1014.8,0.0,2.6
226.7263,32.2,15.6,1014.4,0.0,0.0
197.2813,33.3,15.6,1013.4,340.0,3.1
213.7705,33.9,16.1,1013.1,340.0,1.5
218.1873,33.3,16.7,1012.8,230.0,2.6
281.1995,32.8,16.7,1012.6,240.0,2.1
256.1713,32.2,17.2,1012.8,250.0,3.1
255.5824,31.1,16.7,1013.0,240.0,2.6
257.938,28.3,17.8,1013.5,210.0,2.1
261.4714,27.2,18.3,1014.5,200.0,3.1
238.2098,26.1,18.3,1014.3,200.0,3.1
231.4375,26.7,17.2,1013.9,210.0,2.1
133.6802,26.1,17.2,1014.1,220.0,1.5
211.7094,26.1,17.8,1013.3,190.0,2.1
194.0424,26.1,17.8,1013.3,200.0,1.5
161.6529,26.1,18.3,1013.0,180.0,2.1
131.619,25.6,19.4,1013.7,240.0,2.6
126.9079,23.3,21.7,1014.1,230.0,3.6
146.3415,23.3,21.7,1013.5,180.0,2.1
161.6529,23.3,22.2,1012.9,270.0,1.5
191.3924,24.4,22.2,1013.7,220.0,1.5
231.4375,26.1,23.3,1013.1,190.0,3.6
273.5438,28.3,23.9,1013.2,240.0,3.6
307.9944,30.0,23.9,1012.6,230.0,3.1
275.605,31.7,23.9,1011.7,200.0,3.1
252.049,33.3,23.3,1011.2,200.0,2.6
348.0396,34.4,23.9,1010.1,220.0,5.1
261.7658,33.9,23.3,1009.1,230.0,4.6
199.9314,26.7,22.8,1009.1,300.0,5.1
273.5438,23.9,22.2,1009.1,350.0,12.4
337.7339,23.3,22.8,1009.1,350.0,5.1
298.572,23.9,22.8,1012.2,270.0,2.6
311.8223,23.3,22.8,1011.3,160.0,3.1
311.8223,23.3,22.2,1012.3,210.0,5.7
311.8223,23.3,21.7,1012.0,230.0,3.1
311.8223,23.3,21.7,1011.7,260.0,1.5
0.0,22.8,21.7,1011.3,320.0,2.1
0.0,22.8,21.1,1011.4,270.0,2.1
0.0,22.2,21.1,1011.6,250.0,1.5
0.0,22.2,20.6,1011.6,290.0,1.5
0.0,22.2,20.6,1011.5,290.0,3.1
0.0,21.7,20.6,1011.8,300.0,1.5
0.0,22.2,20.6,1012.5,310.0,2.1
0.0,23.3,21.1,1012.7,310.0,2.1
0.0,25.0,21.7,1013.0,310.0,3.1
0.0,27.2,21.1,1013.0,330.0,3.6
0.0,28.9,21.1,1012.9,330.0,2.1
0.0,30.0,20.0,1012.8,330.0,2.1
0.0,30.6,18.9,1012.3,300.0,3.6
0.0,31.1,18.3,1011.8,300.0,3.6
0.0,31.7,19.4,1011.7,290.0,3.6
0.0,32.2,18.3,1011.3,330.0,5.1
0.0,32.2,17.8,1011.0,290.0,3.1
0.0,31.1,17.8,1010.8,330.0,2.6
0.0,31.1,18.3,1010.8,300.0,3.1
0.0,30.0,18.9,1011.4,270.0,1.5
0.0,28.9,18.9,1011.7,0.0,0.0
0.0,27.8,18.3,1012.2,0.0,0.0
0.0,26.1,18.9,1012.5,350.0,2.1
0.0,26.1,18.9,1012.5,0.0,0.0
0.0,24.4,18.9,1012.8,340.0,1.5
0.0,23.3,18.3,1013.0,330.0,2.1
0.0,22.8,18.3,1012.8,10.0,2.1
0.0,23.3,17.2,1012.9,350.0,2.6
0.0,22.8,17.2,1013.0,350.0,2.1
0.0,23.3,17.2,1013.5,360.0,1.5
0.0,23.3,17.2,1013.5,360.0,1.5
0.0,24.4,17.8,1013.6,20.0,2.1
0.0,27.2,18.3,1014.0,20.0,1.5
0.0,27.8,18.3,1013.7,70.0,2.1
0.0,28.3,17.8,1013.7,170.0,2.1
0.0,30.0,18.3,1013.5,0.0,0.0
0.0,30.6,18.3,1013.4,330.0,3.1
0.0,31.1,17.8,1012.8,0.0,0.0
0.0,31.7,17.2,1012.6,0.0,1.5
304.1666,31.7,17.2,1012.2,280.0,2.6
261.1769,32.8,16.7,1011.7,360.0,1.5
312.4112,31.7,17.2,1011.5,0.0,0.0
313.589,31.7,17.2,1011.2,360.0,1.5
201.6981,31.1,17.2,1011.5,340.0,1.5
321.5391,28.3,18.9,1011.7,0.0,0.0
252.049,27.8,20.6,1012.0,140.0,1.5
247.9267,26.7,22.2,1012.1,230.0,1.5
242.0377,25.6,22.2,1012.0,190.0,1.5
219.6595,25.6,22.8,1012.2,0.0,0.0
209.9427,25.0,22.8,1012.3,0.0,0.0
184.0311,25.0,22.8,1012.0,0.0,0.0
133.0913,22.8,21.1,1011.9,320.0,1.5
126.9079,22.2,21.1,1011.9,330.0,1.5
126.6134,21.7,21.1,1011.9,0.0,0.0
128.969,22.2,21.7,1011.9,0.0,0.0
136.3302,22.8,22.2,1012.5,0.0,0.0
163.7141,26.7,23.9,1012.5,0.0,0.0
209.6482,28.9,23.3,1012.4,0.0,0.0
240.8599,30.6,21.1,1012.0,100.0,1.5
226.1374,31.7,19.4,1011.7,0.0,0.0
305.6388,32.2,18.9,1011.2,0.0,0.0
289.1497,31.1,18.3,1010.2,170.0,2.1
334.7894,30.6,18.9,1010.2,230.0,1.5
312.7057,27.2,21.7,1010.2,190.0,2.6
235.5598,24.4,22.2,1011.9,180.0,5.1
315.6502,24.4,21.7,1011.7,210.0,2.6
269.4215,24.4,22.2,1010.9,200.0,2.6
252.049,23.9,21.7,1010.6,0.0,0.0
319.1835,23.9,21.7,1010.9,350.0,2.1
312.1168,23.9,21.7,1011.1,0.0,0.0
282.9662,23.3,22.2,1010.9,0.0,0.0
267.9493,23.9,21.7,1010.0,60.0,1.5
232.0264,23.3,22.2,1010.8,350.0,1.5
220.8373,23.9,22.2,1010.5,0.0,0.0
165.1863,23.9,22.2,1009.4,30.0,1.5
127.4967,23.3,21.7,1009.1,360.0,2.6
127.4967,23.3,21.7,1008.6,10.0,2.6
124.8467,22.8,20.6,1008.4,20.0,2.1
125.1412,22.8,21.1,1008.9,40.0,3.1
139.8636,21.7,20.0,1008.9,30.0,4.1
163.1252,22.2,20.0,1010.2,40.0,4.1
210.5316,23.9,21.1,1009.8,20.0,3.6
274.7216,25.0,20.6,1009.9,10.0,3.6
289.4441,26.1,20.0,1009.9,10.0,3.6
291.2108,27.8,20.0,1009.6,40.0,5.7
278.255,28.9,20.0,1009.3,20.0,2.6
253.5212,27.8,20.0,1009.7,0.0,0.0
305.05,29.4,21.1,1010.0,70.0,2.6
289.4441,29.4,20.6,1010.0,90.0,2.1
248.81,29.4,20.0,1010.1,250.0,2.1
276.7828,28.3,20.6,1010.6,190.0,2.1
242.921,27.2,20.6,1010.9,180.0,3.1
280.9051,25.6,20.6,1011.3,200.0,2.1
258.8213,26.7,20.6,1012.1,0.0,0.0
204.0537,24.4,21.7,1012.7,260.0,4.6
242.3321,23.9,20.6,1012.7,0.0,0.0
207.2926,23.3,20.6,1012.9,0.0,0.0
129.8523,23.3,21.1,1013.1,0.0,0.0
123.3744,23.3,21.7,1013.3,0.0,0.0
130.4412,21.7,20.6,1013.1,340.0,1.5
121.9022,21.7,20.6,1013.4,330.0,1.5
123.3744,22.2,20.6,1013.8,0.0,0.0
122.4911,23.3,21.7,1014.3,0.0,0.0
133.3857,23.9,22.2,1014.9,0.0,0.0
148.9916,25.0,22.2,1015.0,230.0,1.5
186.3867,26.7,22.8,1015.0,230.0,2.1
239.9766,27.8,22.2,1015.0,0.0,0.0
249.1045,28.3,22.2,1014.9,0.0,0.0
221.4262,28.3,22.2,1014.8,210.0,2.1
238.7988,25.6,23.3,1014.8,10.0,4.1
227.9041,25.0,23.3,1013.2,0.0,0.0
229.9653,25.0,21.7,1013.2,50.0,4.6
247.3378,23.3,21.1,1014.4,30.0,5.7
238.2098,22.8,21.7,1014.9,40.0,2.6
280.6106,22.8,21.7,1014.9,90.0,1.5
246.4545,22.8,21.7,1014.9,90.0,1.5
184.9145,22.8,21.7,1015.7,60.0,1.5
222.8985,23.3,22.2,1015.6,100.0,2.6
208.176,23.3,22.2,1015.7,130.0,1.5
176.9643,23.3,22.2,1015.8,110.0,2.1
